en,ar,source,type,section,confidence,hash
**Pseudoephedrine Hydrochloride**,**سودوإيفيدرين هيدروكلوريد**,medical_terms_extended,term,medical_term,high,cb9310004e379cb761000fc62ba5995c
**Triprolidine Hydrochloride**,**تريبوليدين هيدروكلوريد**,medical_terms_extended,term,medical_term,high,9f4559e3f07881f74e3c5e09508430b1
**Pizotifen (as Hydrogen Maleate)**,**بيزوتيفين (على شكل ماليات هيدروجين)**,medical_terms_extended,term,medical_term,high,b26404e40a17032e3ddc22a02e7d4117
**Ketotifen (as Hydrogen Fumarate)**,**كيتوتيفين (على شكل فومارات هيدروجين)**,medical_terms_extended,term,medical_term,high,33631572d173be34e2b039b801db41f8
**Vitamin C / Ascorbic Acid**,**فيتامين C / حمض الأسكوربيك**,medical_terms_extended,term,medical_term,high,c6719e7fcaef319a8b18fc136974b2a9
**Vitamin B1 (Thiamine)**,**فيتامين B1 (ثيامين)**,medical_terms_extended,term,medical_term,high,4ca95e05bdcfbfa503aa40b6bd1ec60d
**Vitamin B6 (Pyridoxine)**,**فيتامين B6 (بيريدوكسين)**,medical_terms_extended,term,medical_term,high,7fccc683db1924cdccccec88c26e9e32
**Vitamin B12 (Cyanocobalamin)**,**فيتامين B12 (سيانوكوبالامين)**,medical_terms_extended,term,medical_term,high,8f5f393ba16ba9b97f5084f147f41b57
**Sustained-Release Capsules**,**كبسولات ممتدة المفعول**,medical_terms_extended,term,medical_term,high,c4a44e67741a7968e86ae5c633024ced
**Excipients**,**السواغات**,medical_terms_extended,term,medical_term,high,da09710ca45f8fc3b556dcb9c14b91f4
**Microcrystalline Cellulose**,**السليلوز البلوري المجهري**,medical_terms_extended,term,medical_term,high,02e03c713d6b04b22fd3caef82fc1576
**Lactose Monohydrate**,**لاكتوز أحادي الماء**,medical_terms_extended,term,medical_term,high,76f96f77d5940f14d4252ed43e0cb9b3
**Magnesium Stearate**,**ستيرات المغنيسيوم**,medical_terms_extended,term,medical_term,high,89cffcbb7271fb8be9f49e443cd16391
**Sodium Starch Glycolate**,**نشاء الصوديوم غليكولات**,medical_terms_extended,term,medical_term,high,cdaf96a90de701b2d9c6c1a67dea4c07
**Pregelatinized Starch**,**نشاء مسبق التجلط**,medical_terms_extended,term,medical_term,high,ec4caf52f07620e6658a79191bfe348e
**Corn Starch**,**نشاء الذرة**,medical_terms_extended,term,medical_term,high,952a8943c17860604a5732cb516a043c
**HPMC (Hydroxypropyl Methylcellulose)**,**هيدروكسيبروبيل ميثيل سيلولوز**,medical_terms_extended,term,medical_term,high,a6e96aa51b3afb35bcc851dff41d2acf
**Polysorbate 80**,**بوليسوربات ٨٠**,medical_terms_extended,term,medical_term,high,0945df51921296cd2d7aaca4431860a7
**Carnauba Wax**,**شمع كارناوبا**,medical_terms_extended,term,medical_term,high,2f30d9f03c6fdbc178c39a04ad1a9cc4
**Iron Oxide Yellow/Red**,**أكسيد الحديد الأصفر/الأحمر**,medical_terms_extended,term,medical_term,high,c2980647a484a567394d387ab39d5a79
**Polyethylene Glycol**,**بولي إيثيلين غليكول**,medical_terms_extended,term,medical_term,high,2673d62db2be125b6a3f2008458fcf32
**Titanium Dioxide**,**ثاني أكسيد التيتانيوم**,medical_terms_extended,term,medical_term,high,3d45a4ddc6313d7d52d370c0fcefa162
**Sodium Benzoate**,**بنزوات الصوديوم**,medical_terms_extended,term,medical_term,high,267178adefa806ec551d1ba467678d38
**Mechanism of Action**,**آلية التأثير**,medical_terms_extended,term,medical_term,high,ddf45b09f98b9a50a73e0dbaf76a5ae5
**Pharmacodynamics**,**الديناميكا الدوائية**,medical_terms_extended,term,medical_term,high,9197f2b5698b858bcfc9969c47fca4cb
**Pharmacokinetics**,**الحرائك الدوائية**,medical_terms_extended,term,medical_term,high,387691bb6557d78ea7f56bac6766979d
**Absorption**,**الامتصاص**,medical_terms_extended,term,medical_term,high,e33c90714061089f4dcd54ddd5f0d448
**Bioavailability**,**التوافر الحيوي**,medical_terms_extended,term,medical_term,high,d51a934d1cc73c5a7fd830704debd071
**Plasma Protein Binding**,**الارتباط ببروتينات البلازما**,medical_terms_extended,term,medical_term,high,d9ade3b6de93c996641d75b34726ee07
**Metabolism**,**الاستقلاب**,medical_terms_extended,term,medical_term,high,dde4c655defae3fdac0dc8269025aaac
**Peak Plasma Concentration (Cmax)**,**التركيز الأقصى في البلازما**,medical_terms_extended,term,medical_term,high,f6e112f7bf9cc7641d7b4daeb4746a1b
**Area Under Curve (AUC)**,**مساحة تحت المنحنى**,medical_terms_extended,term,medical_term,high,f9ff57153c29289106f31827b161fa69
**Blood-Brain Barrier**,**حاجز دم-دماغ**,medical_terms_extended,term,medical_term,high,76d1eb8afe6594d53f39a6b1eeabfd03
**Placental Barrier**,**حاجز المشيمة**,medical_terms_extended,term,medical_term,high,b2f5d7d7ee8082af76c9515b5b53362d
**Enzyme Inhibitor**,**مثبط إنزيم**,medical_terms_extended,term,medical_term,high,481e48435dcd4f2b989eb3b9bd487e35
**Enzyme Inducer**,**محفز إنزيم**,medical_terms_extended,term,medical_term,high,b436ee6cfa44c6be1b80b1101855270e
**Active Metabolite**,**مستقلب فعال**,medical_terms_extended,term,medical_term,high,1820288b97dd7ceaac4ec3851a24b30b
**O-desmethyl Derivative**,**مشتق منزوع الميثيل**,medical_terms_extended,term,medical_term,high,e64c66fac383499c51f1af0989bd4f6c
**Indications**,**استطبابات**,medical_terms_extended,term,medical_term,high,e81b766e52656e5ee98fe9813085412e
**Contraindications**,**مضادات الاستطباب**,medical_terms_extended,term,medical_term,high,7886fa2c808735f504c434ed09f60dc7
**Side Effects / Adverse Reactions**,**الآثار الجانبية / ردود الفعل السلبية**,medical_terms_extended,term,medical_term,high,6450ea5e63c7895adae600fb953a6d1f
**Hypersensitivity**,**فرط الحساسية**,medical_terms_extended,term,medical_term,high,fe60ee3700aaec3550ac803b2ea06902
**Allergic Reactions**,**ردود فعل تحسسية**,medical_terms_extended,term,medical_term,high,06802dd6c6e86f465a3a6b793dc5fcde
**Anaphylaxis**,**صدمة تحسسية**,medical_terms_extended,term,medical_term,high,de63f733d5008b06354b35496ca9e18e
**Tachycardia**,**تسارع القلب**,medical_terms_extended,term,medical_term,high,e61739798d5a381ef065d9c6d8557723
**Bradycardia**,**بطء القلب**,medical_terms_extended,term,medical_term,high,f15f564193437f9eb39436d697f5af43
**Hypotension**,**انخفاض ضغط الدم**,medical_terms_extended,term,medical_term,high,e0e0ea345e843afd8201004b63facb1f
**Hypertension**,**ارتفاع ضغط الدم**,medical_terms_extended,term,medical_term,high,1ec4f42b3828658c69faf8b77be5422f
**Postural Hypotension**,**انخفاض ضغط الدم الوضعي**,medical_terms_extended,term,medical_term,high,6c26e4a4dab908be1f782b3767c042f8
**Cardiovascular Collapse**,**وهط قلب وعائي**,medical_terms_extended,term,medical_term,high,fca11cd00a9cc39362c8384f70936bf3
**Respiratory Depression**,**كبت التنفس**,medical_terms_extended,term,medical_term,high,52c87ef7a77a2bd9216c32d9a711763a
**Seizures / Convulsions**,**نوبات صرعية / اختلاجات**,medical_terms_extended,term,medical_term,high,8e87b84f561f3c4960e2dcb4eeaac7a0
**Hyperreflexia**,**فرط المنعكسات**,medical_terms_extended,term,medical_term,high,f9fdb46216a3381de4128fc4500ab399
**Dry Mouth**,**جفاف الفم**,medical_terms_extended,term,medical_term,high,b2b648adec1ffe13556b2e89a8f9cb93
**Gastrointestinal Irritation**,**تهيج الجهاز الهضمي**,medical_terms_extended,term,medical_term,high,4417f2f310b5f6108d634797d1be9908
**Miosis**,**تضييق حدقة العين**,medical_terms_extended,term,medical_term,high,e49a35d14d153ea506d1b650318f685e
**Serotonin Syndrome**,**متلازمة السيروتونين**,medical_terms_extended,term,medical_term,high,fac9e49f7f7bda71fd50369dcbccb8e8
**Withdrawal Symptoms**,**أعراض الانسحاب**,medical_terms_extended,term,medical_term,high,abca606c0bd63216afff16ef72d6e636
**Drug Dependence**,**اعتمادية دوائية**,medical_terms_extended,term,medical_term,high,9f03b64134d97cecd11bf20d20cf8239
**Overdosage / Overdose**,**فرط الجرعة**,medical_terms_extended,term,medical_term,high,26b41a4bdc1e8896bb72f82c052b5d41
**Major Depressive Disorder**,**اضطراب اكتئابي كبير**,medical_terms_extended,term,medical_term,high,482b3aa5cf82c128f2a4b5878dce4a91
**Bipolar Disorder**,**اضطراب ثنائي القطب**,medical_terms_extended,term,medical_term,high,2a0b9802c47b8254d47b696e5c19ec24
**Manic Episode**,**نوبة هوسية**,medical_terms_extended,term,medical_term,high,87bf390672bf681f76117be94bae2cda
**Mixed Episode**,**نوبة مختلطة**,medical_terms_extended,term,medical_term,high,692aec550853cc193b023e6230019c97
**Autistic Disorder**,**اضطراب التوحد**,medical_terms_extended,term,medical_term,high,a6d6d53b782e40653f02e0792c12e382
**Tourette's Disorder**,**اضطراب توريت**,medical_terms_extended,term,medical_term,high,2c2eb545e15a6c8115c5cf5b6246a7f6
**Sleep Disorders**,**اضطرابات النوم**,medical_terms_extended,term,medical_term,high,4cc5571f8f290a3041e9afaebfdf649a
**Osteoarthritis**,**التهاب المفاصل التنكسية**,medical_terms_extended,term,medical_term,high,2289b9c9e64ff71ac3fcefaf48a29fe5
**Gastric Protection**,**حماية معدية**,medical_terms_extended,term,medical_term,high,b333e7d7f1e07813785dbeb2940b5f13
**Peptic Ulcer**,**قرحة هضمية**,medical_terms_extended,term,medical_term,high,80b678e3d86e39144639b76decdf320b
**Gastrointestinal Bleeding**,**نزف معدي معوي**,medical_terms_extended,term,medical_term,high,bb8784ff68812a80d1389a1907e946ea
**Severe Hepatic Impairment**,**قصور كبدي شديد**,medical_terms_extended,term,medical_term,high,de1d7d704def917d81bfa806743404fa
**Severe Renal Impairment**,**قصور كلوي شديد**,medical_terms_extended,term,medical_term,high,c42bbee9c62d37be6aab904c0e3b1bcb
**Severe Respiratory Impairment**,**قصور تنفسي شديد**,medical_terms_extended,term,medical_term,high,3b789a9ec7a5b89f9011be0a67067632
**Head Injury**,**إصابة في الرأس**,medical_terms_extended,term,medical_term,high,89ac4eaeb1b753eb4d185fc5c875d031
**Increased Intracranial Pressure**,**زيادة ضغط داخل الجمجمة**,medical_terms_extended,term,medical_term,high,810551d65a7756ad49018bc0bd150df7
**Decreased Level of Consciousness**,**انخفاض مستوى الوعي**,medical_terms_extended,term,medical_term,high,94f5f695470c8fdc4778c92328c1f3e1
**Coronal Ischemia**,**نقص تروية الشريان التاجي**,medical_terms_extended,term,medical_term,high,033913d505b5a2fed6231eb746b229c7
**Cerebrovascular Disease**,**أمراض دماغية وعائية**,medical_terms_extended,term,medical_term,high,afccb47d9661b429cb9af8d0188533e4
**Dementia-Related Psychosis**,**ذهان مرتبط بالخرف**,medical_terms_extended,term,medical_term,high,4ecb0d9958cc654fd85fd142428fc56c
**Suicidal Thoughts and Behaviors**,**أفكار وسلوكيات انتحارية**,medical_terms_extended,term,medical_term,high,109a433520610c3567c36698eb63dec7
**Respiratory Diseases**,**أمراض تنفسية**,medical_terms_extended,term,medical_term,high,7beb475927e3eeb727e7768ffdf45cc4
**Decongestant**,**مزيل احتقان**,medical_terms_extended,term,medical_term,high,4938e634b562763b3850db87f0b16efb
**Gingivitis**,**التهاب اللثة**,medical_terms_extended,term,medical_term,high,98e3727faa85396646743a20f99f97eb
**Anti-bacterial**,**مضاد بكتيري**,medical_terms_extended,term,medical_term,high,43ffd098c49dbe1071c155b1254ab849
**Analgesics**,**مسكنات الألم**,medical_terms_extended,term,medical_term,high,a93cf74b40bbf866e9eb9a3d481f49d5
**Central Acting Analgesic**,**مسكن ألم مركزي التأثير**,medical_terms_extended,term,medical_term,high,81ef573f19b172011eb95d641553bcc1
**Opioid Analgesics**,**مسكنات أفيونية**,medical_terms_extended,term,medical_term,high,762cb5af9430d686ce62f6709f3ecc06
**NSAIDs (Non-Steroidal Anti-Inflammatory Drugs)**,**مضادات الالتهاب غير الستيرويدية**,medical_terms_extended,term,medical_term,high,04297effd1f3b2ab2e9f017f52b37c92
**Antipsychotics**,**مضادات الذهان**,medical_terms_extended,term,medical_term,high,c4a3e42585f7538314ce10c0485db87e
**Atypical Antipsychotics**,**مضادات ذهان غير نمطية**,medical_terms_extended,term,medical_term,high,db1781d76fa7cea4306a8f45a192824c
**Antidepressants**,**مضادات الاكتئاب**,medical_terms_extended,term,medical_term,high,24a55d3b348e2cb3e60f729595a9140c
**Tricyclic Antidepressants**,**مضادات الاكتئاب ثلاثية الحلقات**,medical_terms_extended,term,medical_term,high,22f52b3aea83ad97e99eacf036558b3c
**SSRIs (Selective Serotonin Reuptake Inhibitors)**,**مثبطات استرداد السيروتونين الانتقائية**,medical_terms_extended,term,medical_term,high,416bd50263df79ab931cace56c4553b8
**SNRIs (Serotonin-Norepinephrine Reuptake Inhibitors)**,**مثبطات استرداد السيروتونين والنورادرينالين**,medical_terms_extended,term,medical_term,high,aba5455badadc519b734d64cb47cb10e
**MAO Inhibitors (Monoamine Oxidase Inhibitors)**,**مثبطات مونوأمين أوكسيداز**,medical_terms_extended,term,medical_term,high,c5386317314b1c05a773a485dd915173
**Antihypertensives**,**أدوية خافضة لضغط الدم**,medical_terms_extended,term,medical_term,high,28804759a04f4ea3f9e6d408e80e708b
**Diuretics**,**مدرات البول**,medical_terms_extended,term,medical_term,high,25fabedaf732c43c34061c31de6a3999
**Thiazide Diuretics**,**مدرات البول الثيازيدية**,medical_terms_extended,term,medical_term,high,ee4072a7eaff8ee8aa0c00dcf4390edb
**Loop Diuretics**,**مدرات البول العروية**,medical_terms_extended,term,medical_term,high,c19cec187646dc1eb5985da27aa842fb
**Potassium-Sparing Diuretics**,**مدرات البول الحافظة للبوتاسيوم**,medical_terms_extended,term,medical_term,high,5f8373651b6689b444a1253b06873abb
**ACE Inhibitors (Angiotensin-Converting Enzyme Inhibitors)**,**مثبطات الإنزيم المحول للأنجيوتنسين**,medical_terms_extended,term,medical_term,high,c734d62eb5413a797947dcf3fe95ab61
**Calcium Channel Blockers**,**حاصر قنوات الكالسيوم**,medical_terms_extended,term,medical_term,high,1275cbc8eb20b05e1a058f5a308d91bc
**Antibiotics**,**مضادات حيوية**,medical_terms_extended,term,medical_term,high,941dc999b5a8415306d93cc8b36d4e13
**Antihistamines**,**مضادات هيستامين**,medical_terms_extended,term,medical_term,high,8b1397a5d5a0f7c67a4c731827358db5
**Expectorants**,**طاردات للبلغم**,medical_terms_extended,term,medical_term,high,be92eb8f592f705f2fb2eb3d7a9f6c13
**Decongestants**,**مزيلات الاحتقان**,medical_terms_extended,term,medical_term,high,18f34b789be3bfeb70d10c1bf7da9f3c
**Proton Pump Inhibitors**,**مثبطات مضخة البروتون**,medical_terms_extended,term,medical_term,high,f8bfcc51b7ca9a2de55a1a325d9b1dec
**Antioxidants**,**مضادات الأكسدة**,medical_terms_extended,term,medical_term,high,2547ce792b6cc38c2c224e1fb3fe1cfa
**Increased Mortality in Elderly Patients**,**زيادة معدل الوفيات لدى المرضى المسنين**,medical_terms_extended,term,medical_term,high,04ffa66971d0286521724f33ddc61222
**Cerebrovascular Adverse Events**,**أحداث قلبية وعائية سلبية**,medical_terms_extended,term,medical_term,high,90c727088d09412a43dcd970fadf75aa
**Neuroleptic Malignant Syndrome (NMS)**,**متلازمة الخباث الأفيوني (NMS)**,medical_terms_extended,term,medical_term,high,80814f61499a62041cc7809af8155969
**Tardive Dyskinesia**,**خلل الحركة المتأخر**,medical_terms_extended,term,medical_term,high,ac8f62d53fc449a9a11de6545e3f2dce
**Metabolic Changes**,**تغيرات استقلابية**,medical_terms_extended,term,medical_term,high,8064e7464688a8a95e2cf9f75fd119b9
**Hyperglycemia / Diabetes Mellitus**,**فرط سكر الدم / مرض السكري**,medical_terms_extended,term,medical_term,high,653ba42be8646018908d03c5ed9a40b0
