en	ar	section	type	source
variability in phenytoin serum levels with equivalent dosage. Phenytoin Hama Pharma Capsules	كبسولات	DOSAGE_FORM	sentence	phenytoin_hama_pharma
levels with Phenytoin Hama Pharma Capsules and changes in dosage should not be carried out at	كبسولات	DOSAGE_FORM	sentence	phenytoin_hama_pharma
Elderly (over 65 years): As with adults the dosage of Phenytoin Hama Pharma Capsules should be	كبسولات	DOSAGE_FORM	sentence	phenytoin_hama_pharma
PACKING: 30 capsules in 3 blisters, each blister contains 10 capsules/Carton box, for each strength.	كبسولات	DOSAGE_FORM	sentence	phenytoin_hama_pharma
approximately 1 hour following oral administration of tablets in adults.	أقراص	DOSAGE_FORM	sentence	pizet
Packaging: 2 blisters, each contains 10 tablets /carton box.	أقراص	DOSAGE_FORM	sentence	pizet
PIZET (Tablets)	أقراص	DOSAGE_FORM	term	pizet
Ö GELôGA GdàóGH«ô GdóGYªá hGd©ôV°«á.	جل	DOSAGE_FORM	phrase	pizet
Special Populations	المجموعات الخاصة	HEADER	term	plexadol
Duration of treatment: The film-coated tablets are intended for acute pain	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	plexadol
with Tapentadol prolonged release tablets should be considered.	أقراص	DOSAGE_FORM	sentence	plexadol
Packaging: 3 blisters، each contains 10 film-coated tablets of PLEXADOL.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	plexadol
Each delayed-release film-coated tablets contains: Posaconazole 100 mg.	أقراص ملبسة بالفيلم	DOSAGE_FORM	dosage	posacar
Absorption: When given orally in healthy volunteers, the delayed-release tablets	أقراص	DOSAGE_FORM	sentence	posacar
concentrations, posaconazole delayed-release tablets should be administered	أقراص	DOSAGE_FORM	sentence	posacar
• Posaconazole delayed-release tablets are indicated in patients 13 years of age	أقراص	DOSAGE_FORM	sentence	posacar
o  Swallow tablets whole. Do not divide, crush, or chew. Administer Posaconazole	أقراص	DOSAGE_FORM	sentence	posacar
delayed-release tablets with food to enhance the oral absorption of posacona-	أقراص	DOSAGE_FORM	sentence	posacar
o  The delayed-release tablets should be used only for the prophylaxis indication.	أقراص	DOSAGE_FORM	sentence	posacar
The delayed-release tablets generally provide higher plasma drug exposures	أقراص	DOSAGE_FORM	sentence	posacar
than the oral suspension under both fed and fasted conditions, and therefore	معلق	DOSAGE_FORM	sentence	posacar
ing Posaconazole delayed-release tablets, an alternative antifungal therapy	أقراص	DOSAGE_FORM	sentence	posacar
o  Posaconazole delayed-release tablets and oral suspension are not to be used	أقراص	DOSAGE_FORM	sentence	posacar
of Posaconazole delayed-release tablets are not significantly affected by renal	أقراص	DOSAGE_FORM	sentence	posacar
tablets have been established in the age groups 13 to 17 years of age. The safety	أقراص	DOSAGE_FORM	sentence	posacar
delayed-release tablets are concomitantly used with antacids, H2-receptor	أقراص	DOSAGE_FORM	sentence	posacar
delayed-release tablets is required when it is used concomitantly with these drugs.	أقراص	DOSAGE_FORM	sentence	posacar
with posaconazole delayed-release tablets did not affect the pharmacokinetics of	أقراص	DOSAGE_FORM	sentence	posacar
Clinical Trial Experience with Posaconazole Delayed-Release Tablets:	أقراص	DOSAGE_FORM	sentence	posacar
There is no experience with overdosage of posaconazole delayed-release tablets.	أقراص	DOSAGE_FORM	sentence	posacar
During the clinical trials, some patients received posaconazole oral suspension	معلق	DOSAGE_FORM	sentence	posacar
1200 mg BID posaconazole oral suspension for 3 days. Posaconazole is not	معلق	DOSAGE_FORM	dosage	posacar
2 blisters, each contains 10 delayed-release film-coated tablets/carton box.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	posacar
POSACAR (Delayed-Release Film-Coated Tablets)	أقراص ملبسة بالفيلم	DOSAGE_FORM	phrase	posacar
Loading dose: 300 mg (three 100 mg delayed-release tablets)	أقراص	DOSAGE_FORM	dosage	posacar
tablets) once a day, starting on the second day. Duration of therapy	أقراص	DOSAGE_FORM	sentence	posacar
Ö GELôGA	جل	DOSAGE_FORM	term	posacar
, j≤àôì GC¿ jàº GELôGA eôGbÑá Ob«≤á dëóh	جل	DOSAGE_FORM	sentence	posacar
Ö GELôGA eôGbÑá eàμôQI	جل	DOSAGE_FORM	phrase	posacar
Ö GELôGA eôGbÑá eàμôQI dμÉeπ JôGc«õ Gdù°«μ∏ƒS°ÑƒQjø	جل	DOSAGE_FORM	sentence	posacar
Ö GELôGA eôGbÑá eàμôQI dÓBKÉQ Gd†°ÉQI hS°ª«á GdôjàƒfÉa«ô h GCJÉRGfÉa«ô GCKæÉA G’S°àîóGΩ GdªàõGeø	جل	DOSAGE_FORM	sentence	posacar
Ö GEL˘ôGA Gd˘ª˘ôGb˘Ñ˘á Gd˘ób˘«˘≤˘á d˘à˘ôGc˘«˘õ Gd˘Ø˘«˘æ˘«˘àƒF«ø hJîØ«†¢ LôYá	جل	DOSAGE_FORM	sentence	posacar
Composition: Each hard gelatin capsule contains:	جل	DOSAGE_FORM	sentence	precobal
Dosing should begin at 2 capsules per day divided in two doses and may be	كبسولات	DOSAGE_FORM	sentence	precobal
increased within 1 week based on efficacy and tolerability to a total of 4 capsules per	كبسولات	DOSAGE_FORM	sentence	precobal
of pregabalin are not recommended. The maximum recommended dose is 4 capsules	كبسولات	DOSAGE_FORM	sentence	precobal
Packaging: 2 blisters, each contains 10 capsules/carton box.	كبسولات	DOSAGE_FORM	sentence	precobal
PRECOBAL (Capsules)	كبسولات	DOSAGE_FORM	term	precobal
two tablets (50 mg) once daily, taken together at bedtime. Patients with	أقراص	DOSAGE_FORM	dosage	pricksage
to ensure that they are free of symptoms. PRICKSAGE tablets may be	أقراص	DOSAGE_FORM	sentence	pricksage
Packaging: 20 film-coated tablets in 2 blisters/carton box.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	pricksage
What Korean Ginseng Tablets are and Why to Take Them?	أقراص	DOSAGE_FORM	sentence	pulsa
Korean Ginseng tablets are made using roots and leaves of the eponymous plant. This	أقراص	DOSAGE_FORM	sentence	pulsa
Useful Properties of Korean Ginseng Tablets	أقراص	DOSAGE_FORM	sentence	pulsa
Korean Ginseng tablets have a vast positive influence on testicles and ovaries. They stimulate	أقراص	DOSAGE_FORM	sentence	pulsa
Who Should Take Korean Ginseng Tablets?	أقراص	DOSAGE_FORM	sentence	pulsa
How to Take Korean Ginseng Tablets?	أقراص	DOSAGE_FORM	sentence	pulsa
Take two tablets daily, one early in the morning and one during your evening meal, followed	أقراص	DOSAGE_FORM	sentence	pulsa
Carton box contains 3 blisters, each contains 10 tablets.	أقراص	DOSAGE_FORM	sentence	pulsa
For the film coated tablet: 1 tablet two to three times daily. The tablets	أقراص	DOSAGE_FORM	sentence	revmat
E.C.T (20 tablets/carton box).	أقراص	DOSAGE_FORM	phrase	revmat
REVMAT (Enteric-Coated Tablets)	أقراص	DOSAGE_FORM	phrase	revmat
Adults and Children over 12: 1 to 2 tablets every 4-6 hours. Do not	أقراص	DOSAGE_FORM	sentence	revmox
exceed 6 tablets in 24 hours, unless recommended by a physician.	أقراص	DOSAGE_FORM	sentence	revmox
Packaging: 2 blisters, each contains 10 bilayer film-coated tablets/carton box.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	revmox
(Bilayer Film-Coated Tablets)	أقراص ملبسة بالفيلم	DOSAGE_FORM	phrase	revmox
∂ bÑπ GELôGA GC… J≤ü°«Éä Hƒd«á d∏ª©Édéá.	جل	DOSAGE_FORM	sentence	revmox
∞ Yø GS°àîóGΩ gòG GdóhGA hGELôGA aëü¢ Y«æ» ^ hjæÑ¨» GELôGA GdØëü¢	جل	DOSAGE_FORM	sentence	revmox
RjÉOI GdªôGbÑá hGELôGA J©ójπ Gdójé«àÉ∫ N	جل	DOSAGE_FORM	sentence	revmox
76% respectively with food), Rovaltro 20 and Rovaltro 15 tablets should be	أقراص	DOSAGE_FORM	dosage	rovaltro
Important food effect information: Rovaltro 15 and Rovaltro 20 tablets	أقراص	DOSAGE_FORM	sentence	rovaltro
should be taken with food, while the Rovaltro 10 tablets can be taken with or	أقراص	DOSAGE_FORM	sentence	rovaltro
particular instance, two Rovaltro 15 tablets may be taken at once. The patient	أقراص	DOSAGE_FORM	sentence	rovaltro
- For patients who are unable to swallow whole tablets Rovaltro 2.5, 10, 15 or	أقراص	DOSAGE_FORM	sentence	rovaltro
20 tablets may be crushed and mixed with applesauce immediately prior to use	أقراص	DOSAGE_FORM	sentence	rovaltro
gastric placement of the tube Rovaltro 2.5, 10, 15 or 20 tablets may be	أقراص	DOSAGE_FORM	sentence	rovaltro
Crushed Rovaltro 2.5 ,10, 15 or 20 tablets are stable in water and in applesauce	أقراص	DOSAGE_FORM	sentence	rovaltro
(1) blister, each contains 10 film-coated tablets/carton box, for each strength.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	rovaltro
Or (3) blisters, each contains 10 film-coated tablets/carton box, for each strength.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	rovaltro
π GELôGAGä JóGN∏«á	جل	DOSAGE_FORM	phrase	rovaltro
Ö GEL	جل	DOSAGE_FORM	term	rovaltro
óhdá GdªôV°≈ ’C… GEL	جل	DOSAGE_FORM	phrase	rovaltro
pregelatinised (maize), Docusate sodium, Sucrose, Citric acid monohydrate, Hypromellose,	جل	DOSAGE_FORM	sentence	simvatrol
The tablets should not be crushed or chewed. They may be taken with or without food.	أقراص	DOSAGE_FORM	sentence	simvatrol
PACKAGING: 30 film coated tablets/carton box.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	simvatrol
MAO inhibitors: It is recommended that buspirone hydrochloride tablets	أقراص	DOSAGE_FORM	sentence	sleetomen
tablets to patients with severe hepatic or renal impairment cannot be	أقراص	DOSAGE_FORM	sentence	sleetomen
ªπ GdØÄá Ü: dº jàº GELôGA OQGS°Éä cÉa«á heë	جل	DOSAGE_FORM	sentence	sleetomen
10/60 tablets: Croscarmellose sodium, Dibasic calcium phosphate,	أقراص	DOSAGE_FORM	sentence	somatra
85/500 tablets: Croscarmellose sodium, Dextrose monohydrate,	أقراص	DOSAGE_FORM	sentence	somatra
orally is largely renally excreted (about 60%), with about	جل	DOSAGE_FORM	dosage	somatra
24-hour period is 2 tablets, taken at least 2 hours apart.	أقراص	DOSAGE_FORM	sentence	somatra
SOMATRA (Tablets)	أقراص	DOSAGE_FORM	term	somatra
». GELôGA J≤««º d∏≤∏Ö hG’ChY«á	جل	DOSAGE_FORM	phrase	somatra
Ö GEj≤É± gòG Gdªù°àë†°ô Y∏≈ GdØƒQ, h GELôGA J≤««º S°ôjô…	جل	DOSAGE_FORM	sentence	somatra
should not be taken for the same attack. Sumatriptan tablets may be taken for	أقراص	DOSAGE_FORM	sentence	sumatriptan_hama_pharma
Paediatric population: Sumatriptan tablets in children aged less than 10 years	أقراص	DOSAGE_FORM	sentence	sumatriptan_hama_pharma
The efficacy and safety of Sumatriptan tablets in children 10 to 17 years of age	أقراص	DOSAGE_FORM	sentence	sumatriptan_hama_pharma
Therefore, the use of Sumatriptan tablets in children 10 to 17 years of age is not	أقراص	DOSAGE_FORM	sentence	sumatriptan_hama_pharma
Elderly: Experience of the use of sumatriptan tablets in patients aged over	أقراص	DOSAGE_FORM	sentence	sumatriptan_hama_pharma
Packaging: 3 blisters, each contains 10 tablets/carton box.	أقراص	DOSAGE_FORM	sentence	sumatriptan_hama_pharma
2 blisters, each contains 10 tablets/carton box.	أقراص	DOSAGE_FORM	sentence	terpopheren
Terpopheren (Tablets)	أقراص	DOSAGE_FORM	term	terpopheren
theophyllin tablets are indicated for use in adults and children aged 6 years and	أقراص	DOSAGE_FORM	sentence	theolong
theophylline tablets should not be used in children below 6 years of age. Other dosage	أقراص	DOSAGE_FORM	sentence	theolong
These tablets must be swallowed whole and not broken, crushed or chewed as doing	أقراص	DOSAGE_FORM	sentence	theolong
the time the dose was due to be taken, the tablets can be taken straight away. The	أقراص	DOSAGE_FORM	sentence	theolong
2 blisters, each contains 10 prolonged release tablets/carton box.	أقراص	DOSAGE_FORM	sentence	theolong
(Prolonged - Release Tablets)	أقراص	DOSAGE_FORM	phrase	theolong
Excipients: Pregelatinized starch-colloidal silicon dioxide -talc-Magnesium	جل	DOSAGE_FORM	sentence	tibistop
Packaging: 3 blisters, each contains 10 Capsules /carton box.	كبسولات	DOSAGE_FORM	sentence	tibistop
TIBISTOP (Capsules)	كبسولات	DOSAGE_FORM	term	tibistop
powdered cellulose, Pregelatinized corn starch, sodium starch	جل	DOSAGE_FORM	sentence	trakinza
Tramadol/Paracetamol tablets are indicated for the symptomatic	أقراص	DOSAGE_FORM	sentence	trakinza
Paracetamol 37.5 mg / 325 mg or 4 tablets of Tramadol/	أقراص	DOSAGE_FORM	dosage	trakinza
An initial dose of two tablets of Tramadol/Paracetamol 37.5 mg /	أقراص	DOSAGE_FORM	dosage	trakinza
tablets of Tramadol/Paracetamol 37.5 mg / 325 mg per day.	أقراص	DOSAGE_FORM	dosage	trakinza
Packaging: 2 blisters, each contains 10 film-coated tablets/	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	trakinza
TRAKINZA (Film-coated tablets)	أقراص ملبسة بالفيلم	DOSAGE_FORM	phrase	trakinza
starch glycolate, Pregelatinized starch, Corn starch, Polysorbte 80, Carnauba wax,	جل	DOSAGE_FORM	sentence	tramadol_hama_pharma
Packing: 2 blisters, each contains 10 film-coated tablets of TRAMADOL HAMA	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	tramadol_hama_pharma
Following a single oral dose of 1000 mg (2 x 500 mg tablets) metformin	أقراص	DOSAGE_FORM	dosage	tri_diab_10-5-1000
oral doses of immediate-release metformin HCl tablets 850 mg	أقراص	DOSAGE_FORM	dosage	tri_diab_10-5-1000
12.5 mg/2.5 mg/1000 mg as two tablets together once daily.	أقراص	DOSAGE_FORM	dosage	tri_diab_10-5-1000
Swallow THIS PRODUCT tablets whole. Do not split, crush, dissolve,	أقراص	DOSAGE_FORM	sentence	tri_diab_10-5-1000
… jëàƒ… Y∏≈ LôYá jƒe«á GELªÉd«á eªÉK∏á eø e«àØƒQe«ø g«óQhc∏ƒQGjó hLôYá jƒe«á	جل	DOSAGE_FORM	sentence	tri_diab_10-5-1000
GELªÉd«á eø GEeÑÉZ∏«ØƒRjø 01 e∏≠ hd«æÉZ∏«Ñà«ø 5 e∏≠.	جل	DOSAGE_FORM	sentence	tri_diab_10-5-1000
… jëàƒ… Y∏≈ LôYá jƒe«á GELªÉd«á eªÉK∏á	جل	DOSAGE_FORM	sentence	tri_diab_10-5-1000
â GELôGA Gdàü°ƒjô GdªàÑÉjø Gdª©Édè HÉd«ƒO GCh bÑ∏¬ dó	جل	DOSAGE_FORM	sentence	tri_diab_10-5-1000
eH©ó 84 S°ÉYá eø GELôGA Gdàü°ƒjô; GEYÉOI	جل	DOSAGE_FORM	sentence	tri_diab_10-5-1000
Excipients: Calcium carbonate starch compound (Calcium carbonate 90% + Pregelatinized maize	جل	DOSAGE_FORM	dosage	triodef
anhydrous silica; Pregelatinized starch, Glycerol, Hypromelose, Macrogol, Titanium dioxide.	جل	DOSAGE_FORM	sentence	triodef
TRIODEF (Film-Coated Tablets)	أقراص ملبسة بالفيلم	DOSAGE_FORM	phrase	triodef
ê hGELôGA GdôU°ó GdªæÉS°Ö d†°ªÉ¿ RhG∫ cÉeπ dÓCYôGV¢ bÑπ U°ô	جل	DOSAGE_FORM	sentence	triodef
ä JÉCb«á a» GdªôV°≈ Gdòjø jàº GELôGA Yª∏«á GdàëÉ∫ d¡º HÉS°àîóGΩ GCZû°«á YÉd«á Gdàóa≥ )c` 96	جل	DOSAGE_FORM	sentence	triodef
GdªôV°≈ Gdòjø j©Éfƒ¿ eø GdØû°π Gdμ∏ƒ…. cªÉ gƒ GdëÉ∫ e™ GC… YÉeπ NÉa†¢ d†°¨§ GdóΩ HÉdªû°ÉQcá e™ eóQ d∏Ñƒ∫, jæÑ¨» GELôGA eôGbÑá eæà¶ªá dªù°àƒjÉä	جل	DOSAGE_FORM	sentence	triodef
dÓCfé«ƒJæù°«ø GC¿ Jμƒ¿ eØ«óI a» GdªôV°≈ Gdòjø j©Éfƒ¿ eø GQJØÉ´ V°¨§ GdóΩ Gdμ∏ƒ… GCh Gdòjø jæà¶ôh¿ GELôGA LôGMá Jü°ë«ë«á GCh YæóeÉ Jμƒ¿ gò√	جل	DOSAGE_FORM	sentence	triodef
∫ Gdμ∏ƒ… Gdªàô¥ hGV°ëkÉ, aªø Gd†°ôhQ… GELôGA J≤««º Ob«≥ d∏©Ó	جل	DOSAGE_FORM	sentence	triosar
Ö GELôGA Jëójó OhQ… d∏û°ƒGQO a» Gdªü°π a» aàôGä eæÉS°Ñá HÉdæù°Ñá ’C… eôj†¢ jà∏≤≈ YÓ	جل	DOSAGE_FORM	sentence	triosar
PACKING: 2 blisters, each contains 10 film-coated tablets of TRIOVITABIN/carton box.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	triovitabin
DESCRIPTION	الوصف	HEADER	term	trombo_stop
-Loading dose: Four tablets of Trombo-Stop 75 / 75 mg.	أقراص	DOSAGE_FORM	dosage	trombo_stop
PACKAGING: (2) blisters, each contains 10 film-coated tablets/carton box.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	trombo_stop
TROMBO-STOP (Film-Coated Tablets)	أقراص ملبسة بالفيلم	DOSAGE_FORM	phrase	trombo_stop
TUBOZID (tablets)	أقراص	DOSAGE_FORM	term	tubozid
Isoniazid tablets, are recommended for all forms of tuberculosis in which organisms are susceptible. However, active	أقراص	DOSAGE_FORM	sentence	tubozid
Isoniazid tablets, are recommended as preventive therapy for the following groups, regardless of age:	أقراص	DOSAGE_FORM	sentence	tubozid
Packaging: 3 blisters, each blisters contains 10 tablets/ carton box.	أقراص	DOSAGE_FORM	sentence	tubozid
2 blisters, each contains 10 tablets.	أقراص	DOSAGE_FORM	sentence	ulcer-stop
A carton of 4 film-coated tablets/blister.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	vardetra
A carton of 30 film-coated tablets in a plastic container.	أقراص ملبسة بالفيلم	DOSAGE_FORM	sentence	vardetra
H©ó GEL	جل	DOSAGE_FORM	term	vardetra
GCLôjâ OQGS°á Y∏≈ 724eôj†°Ék H©ó GELôGA GES°àÄü°É∫ GdÑôhS°àÉä )e©ó∫ G’CYªÉQ06S°æá,	جل	DOSAGE_FORM	sentence	vardetra
